Entidad,RUC,original_address,formatted_address,lat,lng,confidence
GOBIERNO REGIONAL DE PASCO - UNIDAD DE GESTIÓN EDUCATIVA PUERTO BERMÚDEZ,PE-RUC  20605830383,PERU PASCO SAN MARTÍN S/N,"San Martin, Peru",-7.244488100000001,-76.8259652,APPROXIMATE
GOBIERNO REGIONAL DE LIMA - UNIDAD DE GESTION EDUCATIVA LOCAL UGEL 10 - HUARAL,PE-RUC  20188987134,PERU LIMA AV. TUPAC AMARU    CDRA. 6 - URB. EL ROSARIO HUARAL,"Av. Túpac Amaru, Lima, Peru",-11.9329182,-77.0457791,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE ACOBAMBA - SIHUAS,PE-RUC  20226911988,PERU ANCASH PLAZA DE ARMAS DE ACOBAMBA,"Acobamba DIstrict, 02235, Peru",-8.3086518,-77.53901270000001,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE ACHAYA,PE-RUC  20204083836,PERU PUNO JR. SAN ROMAN S/N,"Jr. San Roman, Juliaca, Peru",-15.4946359,-70.1325977,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SAN JOSE DE TICLLAS,PE-RUC  20143661483,PERU AYACUCHO PLAZA PRINCIPAL SN,"Ayacucho, Peru",-13.1638737,-74.22356409999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PARIAHUANCA - HUANCAYO,PE-RUC  20219100311,PERU JUNIN PLAZA PRINCIPAL,"Junín, Peru",-11.1581925,-75.9926306,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUANCARAYLLA,PE-RUC  20201621632,PERU AYACUCHO JR.AYACUCHO No 7 INT.3,"Jr. Ayacucho, Ayacucho 05002, Peru",-13.1813565,-74.2193862,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE POZUZO,PE-RUC  20205095544,PERU PASCO CALLE JOSE Nº 111- LA  COLONIA,"Pasco, Peru",-10.4475753,-75.1545381,APPROXIMATE
INSTITUTO VIAL PROVINCIAL DE LUCANAS - IVP-LUCANAS,PE-RUC  20452477913,PERU AYACUCHO AV. MARISCAL CASTILLA Nº 555 PUQUIO,"Av Mariscal Castilla 555, Puquío 05500, Peru",-14.6955047,-74.1262449,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE PIAS,PE-RUC  20201991057,PERU LA LIBERTAD MARIA NATIVIDAD - PLAZA DE ARMAS S/N,Peru,-9.189967,-75.015152,APPROXIMATE
GOBIERNO REGIONAL DE ICA- EDUCACION CHINCHA- PISCO,PE-RUC  20410275849,PERU ICA AV.MARISCAL BENAVIDES N°207 CHINCHA ALTA,"Av Oscar R. Benavides 207, 11702, Peru",-13.4176999,-76.13447289999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE HUASTA,PE-RUC  20170997361,PERU ANCASH JR.BOLOGNESI Nº 125 - HUASTA,"Huasta 02415, Peru",-10.1239403,-77.1463593,APPROXIMATE
ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO NOR PUNO S.A.,PE-RUC  20225257354,PERU PUNO MANUEL NÚÑEZ BUTRÓN N° 446 - AZÁNGARO - PUNO,"Manuel Nuñez Butrón 446, Azángaro 21157, Peru",-14.902372,-70.1908438,ROOFTOP
INPE - OFICINA REGIONAL SUR AREQUIPA,PE-RUC  20370188131,PERU AREQUIPA AV. SIGLO XX S/N CERCADO - AREQUIPA,"cetpro San Martín, C. Perú 213, Arequipa 04001, Peru",-16.4011905,-71.5337,ROOFTOP
MUNICIPALIDAD PROVINCIAL DE CAJATAMBO,PE-RUC  20188234209,PERU LIMA CENTRO CIVICO S/N - CAJATAMBO,"Lima, Peru",-12.0466888,-77.04308859999999,APPROXIMATE
GOBIERNO REGIONAL DE LIMA - RED DE SALUD DE HUAROCHIRI,PE-RUC  20544005864,PERU LIMA AV. ALAMEDA GRAU NRO. 103 LIMA - HUAROCHIRI - RICARDO PALMA,"Av. Miguel Grau 103, Callao 07021, Peru",-12.0662814,-77.1545405,ROOFTOP
MUNICIPALIDAD DISTRITAL DE OBAS,PE-RUC  20166892971,PERU HUANUCO JR. HUANUCO,"Jirón Huánuco 385, Cercado de Lima 15003, Peru",-9.928497,-76.2439278,ROOFTOP
MUNICIPALIDAD DISTRITAL DE JACAS CHICO,PE-RUC  20198440052,PERU HUANUCO JR. DOS DE MAYO 2DO PISO KM.22,"Jr. Dos de Mayo, Conchamarca 10401, Peru",-10.0367869,-76.2170508,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA - PISCO,PE-RUC  20172509143,PERU ICA AV. FEDERICO URANGA NO 417,"Av. Federico Uranga 417, Independencia 11641, Peru",-13.6937256,-76.0253342,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE ICA - UNIDAD DE GESTION EDUCATIVA LOCAL PISCO,PE-RUC  20495156428,PERU ICA AV. SAN MARTIN NRO. 1181 ICA - PISCO - PISCO,"Jose De San Martin 1181, Pisco 11601, Peru",-13.7098191,-76.21511029999999,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE TUMBES-EDUCACION,PE-RUC  20366964437,PERU TUMBES AV. TUMBES 392 TUMBES,"Av. Tumbes 392, Tumbes 24001, Peru",-3.5671597,-80.4581013,ROOFTOP
MUNICIPALIDAD DISTRITAL DE HUANCHAY,PE-RUC  20216270208,PERU ANCASH PLAZA DE ARMAS S/N - HUANCHAY,"Huanchay 02607, Peru",-9.7334907,-77.8507975,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE JACAS GRANDE,PE-RUC  20198652238,PERU HUANUCO PLAZA DE ARMAS 2DO PISO Km 116,"3QC6+54W Plaza de Armas de Huanuco, Jirón Dámaso Beraún, Huánuco 10001, Peru",-9.9295128,-76.2396813,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE COPANI,PE-RUC  20161250911,PERU PUNO PLAZA DE ARMAS S/N,"Plaza Mayor de Puno, Jr. Deustua 458, Puno 21001, Peru",-15.8405816,-70.0279072,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SAN LUIS DE SHUARO,PE-RUC  20204460648,PERU JUNIN PLAZA PRINCIPAL S/N - SAN LUIS DE SHUARO,"San Luis de Shuaro, Peru",-10.888419,-75.290195,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CONCHAMARCA,PE-RUC  20206555859,PERU HUANUCO JR. UNION S/N - PLAZA DE ARMAS - CONCHAMARCA,"Jr. Unión, Conchamarca 10401, Peru",-10.0365551,-76.2165016,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE NINABAMBA - LA MAR,PE-RUC  20607926094,PERU AYACUCHO PLAZA PRINCIPAL S/N,"Plaza de Armas of Ayacucho, Andahuaylas 05003, Peru",-13.1603573,-74.2258109,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE COMBAPATA,PE-RUC  20216274459,PERU CUSCO PLAZA DE ARMAS Nº 322 - COMBAPATA,"WH48+5H9, Combapata 08240, Peru",-14.0945981,-71.4335038,GEOMETRIC_CENTER
ESTACION EXPERIMENTAL AGRARIA VISTA FLORIDA - LAMBAYEQUE,PE-RUC  20538977030,PERU LAMBAYEQUE CAR. A FERREÑAFE KM. 08 VISTA FLORIDA LAMBAYEQUE - CHICLAYO - PICSI,"Vista Florida, Chiclayo, Peru",-6.7633828,-79.8588526,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE UNION PROGRESO,PE-RUC  20608004387,PERU AYACUCHO PLAZA PRINCIPAL - SAN ANTONIO S/N,"Ayacucho, Peru",-13.1638737,-74.22356409999999,APPROXIMATE
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE UTCUBAMBA,PE-RUC  20480716516,PERU AMAZONAS CALLE SAN MARTIN N 113,"Amazonas, Peru",-5.115146,-78.11082789999999,APPROXIMATE
GOBIERNO REGIONAL DE TUMBES - UNIDAD DE GESTION EDUCATIVA LOCAL DE ZARUMILLA,PE-RUC  20409351345,PERU TUMBES JR. TUMBES NRO. 300 TUMBES - ZARUMILLA - ZARUMILLA,"JR TUMBES 613, Zarumilla 24151, Peru",-3.4949817,-80.2711588,ROOFTOP
GOBIERNO REGIONAL DE LA LIBERTAD-EDUCACION USE CHEPEN,PE-RUC  20438627741,PERU LA LIBERTAD Calle Gonzáles Prada 190 CHEPEN,"Ca. San Jose 190, Chepén 13871, Peru",-7.2275864,-79.43202529999999,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE YAUYUCAN,PE-RUC  20186864906,PERU CAJAMARCA CALLE CAJAMARCA S/N,"RGH6+XV4 Calle Cajamarca, Calle Cajamarca Barrios ajoscancha, Cajamarca 06003, Peru",-7.170111599999999,-78.4878033,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE ORONCCOY,PE-RUC  20601577608,PERU AYACUCHO PLAZA PLAZA PRINCIPAL  S/N,"Plaza de Armas of Ayacucho, Andahuaylas 05003, Peru",-13.1603573,-74.2258109,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE ONDORES,PE-RUC  20177653889,PERU JUNIN JR.LIMA 2DO PISO,"Junin, Peru",-11.335798,-75.34121789999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAN JUAN DE YANAC,PE-RUC  20206955521,PERU ICA PLAZA DE ARMAS S/N,"W7F8+R88, Ica 11001, Peru",-14.07546,-75.7341811,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE CHUQUIS,PE-RUC  20145883378,PERU HUANUCO JR. BOLOGNESI,"Jr. Bolognesi, Pillco Marca 10003, Peru",-9.9718341,-76.2474965,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE PAMPAS - HUARAZ,PE-RUC  20206590921,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
INSTITUTO VIAL PROVINCIAL DE HUANUCO - IVP HUANUCO,PE-RUC  20489448093,PERU HUANUCO JR. GENERAL PRADO NRO 1097,"Huánuco, Peru",-9.9207648,-76.2410843,APPROXIMATE
GOBIERNO REGIONAL DE LIMA - UNIDAD DE GESTION EDUCATIVA LOCAL UGEL 15 - HUAROCHIRI,PE-RUC  20154768859,PERU LIMA JR. LIMA 387 MATUCANA,"Jr. Lima 387, Matucana 15556, Peru",-11.845875,-76.3869852,ROOFTOP
MUNICIPALIDAD DISTRITAL DE GAMARRA,PE-RUC  20148183164,PERU APURIMAC PALPACACHI,"Pueb Palpacachi, 03200, Peru",-13.8705792,-72.5079116,APPROXIMATE
GOBIERNO REGIONAL DE LAMBAYEQUE-EDUCACION,PE-RUC  20147106981,PERU LAMBAYEQUE PROLONGACION AV. BOLOGNESI CHICLAYO,"Prol Av Bolognesi, Chiclayo, Peru",-6.7869767,-79.8681172,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE UCAYALI - DIRECCION REGIONAL SECTORIAL DE LA PRODUCCION,PE-RUC  20393125064,PERU UCAYALI Vacio/Nulo,"Ucayali, Peru",-9.8251183,-73.087749,APPROXIMATE
GOBIERNO REGIONAL DE UCAYALI - UNIDAD EJECUTORA 303 EDUCACION CORONEL PORTILLO,PE-RUC  20393274655,PERU UCAYALI AMAZONAS 198,"Ucayali, Peru",-9.8251183,-73.087749,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE AMANTANI,PE-RUC  20165192436,PERU PUNO PLAZA DE ARMAS S/N,"Plaza Mayor de Puno, Jr. Deustua 458, Puno 21001, Peru",-15.8405816,-70.0279072,ROOFTOP
MUNICIPALIDAD DISTRITAL DE MARCA,PE-RUC  20146940642,PERU ANCASH JR.SALAVERRY 396,"Jr. Salaverry 396, Marca 02490, Peru",-10.0888433,-77.4746988,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE CHALAMARCA,PE-RUC  20325905191,PERU CAJAMARCA JR.JULIO VASQUEZ S/N 2DO PISO INT.6,"Cajamarca, Peru",-7.1617465,-78.51278549999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PACHANGARA,PE-RUC  20179697069,PERU LIMA VICTOR LARCO HERRERA Nº281,"C. Víctor Larco Herrera, Miraflores 15074, Peru",-12.1132743,-77.0346544,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE LARAMATE,PE-RUC  20287369248,PERU AYACUCHO JR.ICA No5 3ER PISO INT-2,"Jr.Ica 104, Ayacucho 05002, Peru",-13.1676583,-74.2247381,ROOFTOP
MUNICIPALIDAD DISTRITAL DE RANRACANCHA,PE-RUC  20210743902,PERU APURIMAC PLAZA DE ARMAS,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE ACCHA,PE-RUC  20158906903,PERU CUSCO PLAZA DE ARMAS,"Plaza de Armas de Cusco, Del Medio 123, Cusco 08000, Peru",-13.5167681,-71.9787795,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SAN SALVADOR DE QUIJE,PE-RUC  20221115156,PERU AYACUCHO PLAZA PRINCIPAL,"Plaza de Armas of Ayacucho, Andahuaylas 05003, Peru",-13.1603573,-74.2258109,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SAN DAMIAN,PE-RUC  20298977436,PERU LIMA JR. LIMA S/N,"Jr. Este, San Juan de Lurigancho, Peru",-11.9491171,-76.9850722,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE ACOPAMPA,PE-RUC  20193330861,PERU ANCASH SIMON BOLIVAR,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUAYLLAN,PE-RUC  20221860358,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
"CENTRO DE EXPORTACIÓN, TRANSFORMACIÓN, INDUSTRIA, COMERCIO Y SERVICIOS DE PAITA",PE-RUC  20484347205,PERU PIURA CARRETERA PAITA-SULLANA KM. 3,"Carr. Paita-Sullana, Peru",-4.921556,-80.9257314,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE RONDOS,PE-RUC  20213882890,PERU HUANUCO JIRON  PALMAS S/N - PLAZA DE ARMAS,"3QC6+54W Plaza de Armas de Huanuco, Jirón Dámaso Beraún, Huánuco 10001, Peru",-9.9295128,-76.2396813,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE PIURA-COLEGIO MILITAR PEDRO RUIZ GALLO,PE-RUC  20205443763,PERU PIURA ANTIGUA PANAMERICANA SUR KM. 2,"Antigua Panamericana Sur Km 2, Piura 20002, Peru",-5.1890485,-80.60056070000002,ROOFTOP
INSTITUTO DE VIALIDAD MUNICIPAL DE HUANCAYO,PE-RUC  20486387832,PERU JUNIN JR. PIURA N° 1230 (1ER PISO CENTRO INTERNACIONAL DE NEGOCIOS),"Junin, Peru",-11.335798,-75.34121789999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE UBINAS,PE-RUC  20206556316,PERU MOQUEGUA CALLE BOLOGNESI SN,"Bolognesi, Moquegua 18001, Peru",-17.1920652,-70.9395303,GEOMETRIC_CENTER
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE OXAPAMPA,PE-RUC  20486402904,PERU PASCO JIRON MULLEMBRUCK Nº 242 - 2DO PISO - ESTADIO MUNICIPAL - OXAPAMPA,"Jr. Muller, Oxapampa 19230, Peru",-10.5804216,-75.396824,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE MOLLEPATA - ANTA,PE-RUC  20317920025,PERU CUSCO PLAZA DE ARMAS,"Plaza de Armas de Cusco, Del Medio 123, Cusco 08000, Peru",-13.5167681,-71.9787795,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SALCAHUASI,PE-RUC  20231431781,PERU HUANCAVELICA PLAZA PRINCIPAL SALCAHUASI Nº1 2DO PISO,"Distrito de Salcahuasi, 09220, Peru",-12.102632,-74.7519945,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PATIBAMBA,PE-RUC  20607925993,PERU AYACUCHO PLAZA MAYOR S/N,"Ayacucho, Peru",-13.1638737,-74.22356409999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CHIPAO,PE-RUC  20226228200,PERU AYACUCHO JR. MIGUEL GRAU S/N CHIPAO,"Ayacucho, Peru",-13.1638737,-74.22356409999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SANTA MARIA DEL MAR,PE-RUC  20145420513,PERU LIMA AV EL SARDINERO SN,"Lima, Peru",-12.0466888,-77.04308859999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LLAPA,PE-RUC  20201594481,PERU CAJAMARCA JR.RAMON CASTILLA Nº250,"Jr. Ramon Castilla, Cajamarca 06003, Peru",-7.1723232,-78.5112977,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE AMAZONAS - UGEL CONDORCANQUI,PE-RUC  20479951757,PERU AMAZONAS JR. PORVENIR S/N - NIEVA,"Nieva, 01830, Peru",-4.8687816,-78.0195387,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PICHOS,PE-RUC  20601081530,PERU HUANCAVELICA FRENTE AL PARQUE PRINCIPAL,"Huancavelica 09001, Peru",-12.7861978,-74.9764024,APPROXIMATE
SERVICIO DE ADMINISTRACION TRIBUTARIA DE HUAMANGA - AYNI MUNICIPAL,PE-RUC  20494443466,PERU AYACUCHO JR. 9 DE DICIEMBRE NRO. 491 AYACUCHO - HUAMANGA - AYACUCHO,"9 de Diciembre 491, Ayacucho 05001, Peru",-13.155034,-74.2254244,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE LAMAY,PE-RUC  20147303115,PERU CUSCO AREQUIPA S/N,"Cusco, Peru",-13.53195,-71.96746259999999,APPROXIMATE
GOBIERNO REGIONAL DE PUNO-SALUD CHUCUITO,PE-RUC  20363734074,PERU PUNO JR. JULI 470 JULI,"Juli 470, Puno 21001, Peru",-15.8387996,-70.0191707,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE OTOCA,PE-RUC  20211432277,PERU AYACUCHO PLAZA DE ARMAS S/N - OTOCA,"Ayacucho, Peru",-13.1638737,-74.22356409999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PACARÁN,PE-RUC  20195429554,PERU LIMA JR. MIRAFLORES No 165,"Jr. Sáenz Peña 165, Lima 15033, Peru",-12.0612703,-77.0302518,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE MATAHUASI,PE-RUC  20205308556,PERU JUNIN PLAZA PRINCIPAL SN MATAHUASI,"3MJP+JR2 Plaza Principal De Concepción, 755, Concepción 12126, Peru",-11.9184824,-75.3129751,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE TOMAYKICHWA,PE-RUC  20199470842,PERU HUANUCO PLAZA PRINCIPAL,"Huánuco, Peru",-9.9207648,-76.2410843,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE JUSTO APU SAHUARAURA,PE-RUC  20175825771,PERU APURIMAC PLAZA DE ARMAS,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE QUICHUAY,PE-RUC  20210911031,PERU JUNIN PLAZA PRINCIPAL INTERIOR 4,"3MJP+JR2 Plaza Principal De Concepción, 755, Concepción 12126, Peru",-11.9184824,-75.3129751,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE PALCA - HUANCAVELICA,PE-RUC  20199463129,PERU HUANCAVELICA PLAZA PRINCIPAL S/N,"Huancavelica 09001, Peru",-12.7861978,-74.9764024,APPROXIMATE
UNIDAD EJECUTORA 411 SALUD JULCAN,PE-RUC  20600144279,PERU LA LIBERTAD EL CAPULI,"El Capuli, Peru",-7.0076304,-78.85348139999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE COCACHACRA,PE-RUC  20170503628,PERU AREQUIPA CALLE LIBERTAD No 100,"C/ Libertad 100, Arequipa 04001, Peru",-16.3855832,-71.52652250000001,RANGE_INTERPOLATED
SERVICIO DE ADMINISTRACION TRIBUTARIA DE ICA,PE-RUC  20452454972,PERU ICA CALLE MADRESELVA MZA L LOTE 08,"Ica, Peru",-14.07546,-75.7341811,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LLACLLIN,PE-RUC  20200036931,PERU ANCASH PLAZA DE ARMAS,"Plaza de Armas de Chimbote, Chimbote 02803, Peru",-9.0747672,-78.5935848,APPROXIMATE
GOBIERNO REGIONAL CUSCO UNIDAD DE GESTION EDUCATIVA LOCAL PARURO,PE-RUC  20601041899,PERU CUSCO GRAU SIN NRO PARURO,"Paruro 08520, Peru",-13.7615069,-71.84898,APPROXIMATE
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE JUNIN,PE-RUC  20486988917,PERU JUNIN JR SIMON BOLIVAR NO 820 JUNIN,"Jr. Simón Bolivar 820, Junín 12731, Peru",-11.1611151,-75.9856654,ROOFTOP
MUNICIPALIDAD DISTRITAL DE EL CENEPA,PE-RUC  20176214679,PERU AMAZONAS PLAZA PRINCIPAL HUAMPANI,"Amazonas, Peru",-5.115146,-78.11082789999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE YAGUAS,PE-RUC  20567287085,PERU LORETO CALLE OLLANTA HUMALA SN,"San Nicolás 16220, Peru",-3.705443,-71.6935366,APPROXIMATE
GOBIERNO REGIONAL DE AMAZONAS - EDUCACION,PE-RUC  20185603483,PERU AMAZONAS JR. AMAZONAS NRO 951,"Jr. Amazonas 951, Chachapoyas 01001, Peru",-6.2298535,-77.8618182,RANGE_INTERPOLATED
INSTITUTO VIAL PROVINCIAL DE SATIPO - IVP SATIPO,PE-RUC  20486588064,PERU JUNIN JR. AUGUSTO B LEGUIA MZA. 11 (CRA 11 - CENTRO CIVICO) JUNIN - SATIPO - SATIPO,"Jr. Augusto B. Leguia, Satipo 12261, Peru",-11.2523324,-74.6360295,GEOMETRIC_CENTER
UNIDAD EJECUTORA 412 SALUD VIRU,PE-RUC  20600275977,PERU LA LIBERTAD SUCRE,Peru,-9.189967,-75.015152,APPROXIMATE
GOBIERNO REGIONAL DE HUANCAVELICA - GERENCIA SUB REGIONAL DE TAYACAJA,PE-RUC  20486991110,"PERU HUANCAVELICA JR. PROGRESO S/N PAMPAS, PROVINCIA DE TAYACAJA - HUANCAVELICA","Av. Progreso, Pampas 09156, Peru",-12.3957404,-74.868965,GEOMETRIC_CENTER
INSTITUTO VIAL PROVINCIAL DE CAMANA,PE-RUC  20455220328,PERU AREQUIPA PUENTE GRAU NRO 122,"C. Puente Grau 122, Arequipa 04001, Peru",-16.3945013,-71.53464819999999,ROOFTOP
EMPRESA .DE SERVICIOS ELECTRICOS MUNICIPALES DE PARAMONGA S.A.,PE-RUC  20177698122,PERU LIMA AV. MICAELA BASTIDAS NRO. 236 URB. TRES PUENTES,"Av. Micaela Bastidas 236, Comas 15312, Peru",-11.9323575,-77.04887599999999,ROOFTOP
GOBIERNO REGIONAL DE JUNIN-SALUD AIS. UTES. CHANCHAMAYO,PE-RUC  20188446133,PERU JUNIN JR. TARMA 140 LA MERCED,"Prol. Tarma 140, La Merced 12856, Peru",-11.0542746,-75.32625540000001,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE ICA - UNIDAD DE GESTION EDUCATIVA LOCAL NAZCA,PE-RUC  20171814759,PERU ICA CALLE  LIMA Nº 300 NAZCA,"Jr. Lima 300, Nasca 11401, Peru",-14.8289374,-74.9399099,ROOFTOP
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE ACOBAMBA,PE-RUC  20487182487,PERU HUANCAVELICA Jr. Dos de Mayo Nº 463 - Acobamba,"Dos de Mayo 463, Acobamba 09381, Peru",-12.8435707,-74.56990689999999,RANGE_INTERPOLATED
EMPRESA MUNICIPAL PRESTADORA DE SERVICIOS DE SANEAMIENTO PROVINCIAS ALTO ANDINAS,PE-RUC  20277812844,PERU CUSCO JR. 28 DE JULIO S/N PLAZA LIBERTAD,"Jr. 28 de Julio, Cusco 08004, Peru",-13.5341841,-71.9374556,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE PIURA - UNIDAD DE GESTION EDUCATIVA LOCAL DE PAITA,PE-RUC  20526417641,PERU PIURA ISABEL BARRETO 2 ETAPA MZA. Q LOTE. 13 FONAVI II ETAPA,"LOTE. 13, Etapa 2, Piura 20009, Peru",-5.1790698,-80.6417116,ROOFTOP
GOBIERNO REGIONAL DEL CUSCO UNIDAD DE GESTION EDUCATIVA LOCAL CANAS,PE-RUC  20602141625,PERU CUSCO TUPAC AMARU SIN NRO,"Túpac Amaru, Cusco, Peru",-13.5219707,-71.9667851,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE LIMA - UNIDAD DE GESTION EDUCATIVA LOCAL UGEL 13 - YAUYOS,PE-RUC  20364513276,PERU LIMA CALLE COMERCIO YAUYOS,"Jirón Comercio, Yauyos 15775, Peru",-12.4601767,-75.917611,GEOMETRIC_CENTER
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE ATALAYA,PE-RUC  20393573130,PERU UCAYALI JR. RIOJA Nº 659 - RAYMONDI,"C. Rioja 659, Atalaya 25201, Peru",-10.7299969,-73.7556001,ROOFTOP
MUNICIPALIDAD DISTRITAL DE YAQUERANA,PE-RUC  20171691908,PERU LORETO AV. 28 DE JULIO 321 COLONIA ANGAMOS,"Angamos 16350, Peru",-5.1499179,-72.87665539999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE COLCHA,PE-RUC  20161101240,PERU CUSCO CALLE MARISCAL CACERES T3,"Mariscal Caceres, Cusco 08004, Peru",-13.5327956,-71.9339667,GEOMETRIC_CENTER
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE TARMA,PE-RUC  20541399004,PERU JUNIN JR. MALECÓN GÁLVEZ N° 901,"Malecon Galvez 901, Tarma 12651, Peru",-11.4243633,-75.69160049999999,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE PALCAMAYO,PE-RUC  20188130411,PERU JUNIN JR. LIMA S/N PALCAMAYO - TARMA - JUNIN,"Jr. Lima, Tarma 12651, Peru",-11.4196744,-75.6893679,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE ZUÑIGA,PE-RUC  20182750311,PERU LIMA PLAZA DE ARMAS,"Lima Main Square, Jr. Junín cdra. 1, Lima 15001, Peru",-12.0459618,-77.0305324,ROOFTOP
UNIDAD EJECUTORA: RED DE SALUD PICHANAKI,PE-RUC  20600351118,PERU JUNIN 1 DE MAYO,"Junin, Peru",-11.335798,-75.34121789999999,APPROXIMATE
INSTITUTO VIAL PROVINCIAL DE LEONCIO PRADO - IVP LEONCIO PRADO,PE-RUC  20489289190,PERU HUANUCO AV. UCAYALI 881,"Ucayali, Huánuco 10001, Peru",-9.9160569,-76.2401325,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE PASCO-UNIDAD EJECUTORA SUB REGION DANIEL ALCIDES CARRION,PE-RUC  20600106130,PERU PASCO 28 DE JULIO SN YANAHUANCA,"Yanahuanca, Peru",-10.4911471,-76.5155834,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SANTA CRUZ - ALTO AMAZONAS,PE-RUC  20318420000,PERU LORETO CALLE LAS INDUSTRIAS Nº106,"Iquitos, Peru",-3.7437644,-73.2515532,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE CANTA,PE-RUC  20170855141,PERU LIMA JIRON INDEPENDENCIA Nº308,"Jr. Independencia, Lima 15063, Peru",-12.1559157,-77.0222319,GEOMETRIC_CENTER
